candidate_id,unit_id,label,feature,value,surface,source_field,span_start,span_end,evidence,rule,status,normalization_status,source_sha256,extractor,authority_sha256
d6619e76c32630523dd237b84a106413c56c7ff4a0cfebad319218d1b39b4828,R142_0003,ORG,institutional_terms,Rason Vecchie,Rason vecchie,text_diplomatic,69,82,"sso a noi sopra la mercantia, et Proveditori alle Rason vecchie dalla Ser.ma Signoria sotto 10 7mbre passato, che",NER_authority,pending_expert_validation,proposed,a85b85fb8d4752fe33b879b496dbc5922920962a6659685318c0c6ddfbc022ff,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
d6c7406419e299f2756590787062b79d485706a613f4832a6f36531ca277d27b,R142_0003,LOC,geography,Lisbona,Lisbona,text_diplomatic,289,296,tatuire a Tomaso Alvise Cominzuolo Console suo in Lisbona una Tariffa conveniente da esser confirmata dall’,NER_authority,pending_expert_validation,proposed,a85b85fb8d4752fe33b879b496dbc5922920962a6659685318c0c6ddfbc022ff,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
355e8ee6ce75c293477944e74a9f19b6826ee889c5ce255b0b47ac2ef4fb0713,R142_0003,ORG,institutional_terms,Senato,Senato,text_diplomatic,353,359,"riffa conveniente da esser confirmata dall’ecc.mo Senato, per essecutione di che reduti insieme, havendo i",NER_authority,pending_expert_validation,proposed,a85b85fb8d4752fe33b879b496dbc5922920962a6659685318c0c6ddfbc022ff,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
d1c76b24576f5ae4809495586a8e72f44abbdfd4252b93c764a2777714cb9d9a,R142_0003,LOC,geography,Venezia,Venezia,text_diplomatic,868,875,"ressolutione di essi, fu però all’hora mandato da Venezia da interessati la persona del q. Zuanne dall’Olmo",NER_authority,pending_expert_validation,proposed,a85b85fb8d4752fe33b879b496dbc5922920962a6659685318c0c6ddfbc022ff,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
4e0d500a89738fbecd16d20a31b9ce569d327615449fc3874a1d8591cd56a157,R142_0003,PER,actors,Zuanne dall’Olmo,Zuanne dall’Olmo,text_diplomatic,909,925,"ndato da Venezia da interessati la persona del q. Zuanne dall’Olmo, il quale mentre stette in quelle parti ne’ suoi ",NER_person_context,pending_expert_validation,unresolved,a85b85fb8d4752fe33b879b496dbc5922920962a6659685318c0c6ddfbc022ff,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
7da677382e2e780db220de3996ae4d4c3325f9fb84541f748b213edd44b76e55,R142_0003,ORG,institutional_terms,Senato,Senato,text_diplomatic,3794,3800,che sia confermata questa sua Tariffa dall’Ecc.mo Senato rimettendosi però in tutto al prudentissimo valor,NER_authority,pending_expert_validation,proposed,a85b85fb8d4752fe33b879b496dbc5922920962a6659685318c0c6ddfbc022ff,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
d038758134bfeb4024a92baf846a1ecad8eb9bdde00e634425fe524957b58774,R142_0003,LOC,geography,Lisbona,Lisbona,marginal_note_raw,11,18,"Consule di Lisbona, Tariffa",NER_authority,pending_expert_validation,proposed,eb96977170fe076724639621ab02418881408aea5c8d3339a96c38c42f995bbd,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
1af8d9ced91932c2896eefec0f57f22044d2c4d2d2f379d3703da332665e4a81,R142_0003,PER,actors,Anzolo Basadonna,Anzolo Basadonna,signatories_raw,0,16,"Anzolo Basadonna, Domenego Lion, Toma Mocenigo; vacantibus aliis /",NER_person_name,pending_expert_validation,unresolved,0e2838efaafb7b7052d576e33b7132c7ddd936da2a6d715a6b7a7adf2aea19f5,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
55e6725e53308a5678586a0ac452709b6191988420ef5571269dbc4f5869c0ec,R142_0003,PER,actors,Domenego Lion,Domenego Lion,signatories_raw,18,31,"Anzolo Basadonna, Domenego Lion, Toma Mocenigo; vacantibus aliis / Zuanne Molin, ",NER_person_name,pending_expert_validation,unresolved,0e2838efaafb7b7052d576e33b7132c7ddd936da2a6d715a6b7a7adf2aea19f5,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
09781363d2235a93db1c2b5fc6854a4bc9d29222258bb1e4872135f84517a841,R142_0003,PER,actors,Toma Mocenigo,Toma Mocenigo,signatories_raw,33,46,"Anzolo Basadonna, Domenego Lion, Toma Mocenigo; vacantibus aliis / Zuanne Molin, Michiel Foscari",NER_person_name,pending_expert_validation,unresolved,0e2838efaafb7b7052d576e33b7132c7ddd936da2a6d715a6b7a7adf2aea19f5,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
b9efbf116ecfd47a961ba56d9f4cf5b3151640fa2b6f3225c683cb21e70138b4,R142_0003,PER,actors,Zuanne Molin,Zuanne Molin,signatories_raw,67,79," Domenego Lion, Toma Mocenigo; vacantibus aliis / Zuanne Molin, Michiel Foscarini P.ri alle Rason V.e",NER_person_name,pending_expert_validation,unresolved,0e2838efaafb7b7052d576e33b7132c7ddd936da2a6d715a6b7a7adf2aea19f5,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
f61c0be43fe93e705846a9184fa85ae2b95b36875fefa838300070b03cb52f90,R142_0003,PER,actors,Michiel Foscarini,Michiel Foscarini,signatories_raw,81,98,", Toma Mocenigo; vacantibus aliis / Zuanne Molin, Michiel Foscarini P.ri alle Rason V.e",NER_person_name,pending_expert_validation,unresolved,0e2838efaafb7b7052d576e33b7132c7ddd936da2a6d715a6b7a7adf2aea19f5,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
b4f6a87664200c505a3306b950e4e36b51247ff1bd5cd5081c00dc1d33346061,R142_0003,ORG,institutional_terms,Rason Vecchie,Rason V.e,signatories_raw,109,118,"aliis / Zuanne Molin, Michiel Foscarini P.ri alle Rason V.e",NER_authority,pending_expert_validation,proposed,0e2838efaafb7b7052d576e33b7132c7ddd936da2a6d715a6b7a7adf2aea19f5,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
3e1de46d907ed6fdf553cd6a0da070b93328c484cc1e00fba0b3c358cc54df04,R142_0004,ORG,institutional_terms,Collegio,Coll[egi]o,text_diplomatic,99,109,'è stato co[m]messo da q[ue]llo Ecc[ellentissi]mo Coll[egi]o sotto 20 instante intorno all'affittatione delli ,NER_authority,pending_expert_validation,proposed,15052665613dfad960d970fd95b24a6d150e3223a44a18621194da87ff3c44b2,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
81e3cf60c215384c47c1123bbdb4c9f283315c6e26a243faf40900ef5b59daf0,R142_0004,LOC,geography,Treviso,Treviso,text_diplomatic,179,186,"ntorno all'affittatione delli datij delle sede di Treviso et di Bassano, et circa l'offerta fatta dal fedel",NER_authority,pending_expert_validation,proposed,15052665613dfad960d970fd95b24a6d150e3223a44a18621194da87ff3c44b2,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
15313a5b906b1b3458c08431394fc934d803d98f97e057cfd3b27a4a9d06e761,R142_0004,PER,actors,Zuane Guglielmini,Zuane Guglielmini,text_diplomatic,237,254,"et di Bassano, et circa l'offerta fatta dal fedel Zuane Guglielmini di tuor essi datij p[er] L 82.m p[er] una co[n]do",NER_person_context,pending_expert_validation,unresolved,15052665613dfad960d970fd95b24a6d150e3223a44a18621194da87ff3c44b2,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
113ca01b5ba7be7029df3e414eb7c1526638a6ed227e677ece73056183e0f1ea,R142_0004,LOC,geography,Treviso,Treviso,text_diplomatic,706,713,o[m]messo al s[igno]r Pod[est]à et Cap[itani]o di Treviso che di novo debba andar sop[ra] l'incanto p[er] a,NER_authority,pending_expert_validation,proposed,15052665613dfad960d970fd95b24a6d150e3223a44a18621194da87ff3c44b2,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
1e43236fd7545c83e0bd887a9bac689dd87e7be690caf6c67950cb825746baf5,R142_0004,LOC,geography,Treviso,Treviso,marginal_note_raw,0,7,Treviso datij delle sede et di Bassano affittatione,NER_authority,pending_expert_validation,proposed,3331e17467f4614a68851beef58807deee76dd96b989f96f518f0648a1ef0edf,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
f790aeb8c433985c23c6728d00a756b0fcbd528fbdf9eaf1d6d04c90f3b21e1d,R142_0004,PER,actors,Anzolo Basadonna,Anzolo Basadonna,signatories_raw,3,19,D. Anzolo Basadonna / D. D[ome]ngo Lion / D. Fantin Diedo ] qui,NER_person_context,pending_expert_validation,unresolved,aa073d42d2a38f2567e2394f0772998d1abe50684076ad3ce53e2cbbb72baf4d,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
40ef35ecec28f38400e72d22bc0c50642973529b57bb5756b714345c80c84857,R142_0004,PER,actors,D[ome]ngo Lion,D[ome]ngo Lion,signatories_raw,25,39,D. Anzolo Basadonna / D. D[ome]ngo Lion / D. Fantin Diedo ] qui,NER_person_context,pending_expert_validation,unresolved,aa073d42d2a38f2567e2394f0772998d1abe50684076ad3ce53e2cbbb72baf4d,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
0a37809b257f6d69921ea31ba82ab1bf19c12a424917020a75755cd70f82aed3,R142_0004,PER,actors,Fantin Diedo,Fantin Diedo,signatories_raw,45,57,D. Anzolo Basadonna / D. D[ome]ngo Lion / D. Fantin Diedo ] qui,NER_person_context,pending_expert_validation,unresolved,aa073d42d2a38f2567e2394f0772998d1abe50684076ad3ce53e2cbbb72baf4d,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
e4ddf4efddf02a04939e15d25dcbf0746be4aefe2cd97c2318a7f9a136fd4fac,R142_0005,PER,actors,Z. Batta,Z. Batta,text_diplomatic,498,506,"elle, et havendo noi havuto ragionamento co[n] D. Z. Batta [6v] Brisilelli (?) nominato in esse l[ette]re ri",NER_person_context,pending_expert_validation,unresolved,4bcd52f71a94ecb8e9451060685548b409b0e3daa06862441aa77ea979674bd1,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
290af08308cf31826c67405b2aea73ddc7e2b6d86bde408d14e2df40e7901389,R142_0005,ORG,institutional_terms,Senato,Senato,text_diplomatic,1178,1184," per questa causa fu ultimam[en]te deliberato dal Senato a 31 Agosto 1602, che vassilli forestieri non pot",NER_authority,pending_expert_validation,proposed,4bcd52f71a94ecb8e9451060685548b409b0e3daa06862441aa77ea979674bd1,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
82fccf01f05c9818b0b5ff134d8fb8991d7ad3c2acb1ad2d9de31f17571ce564,R142_0005,LOC,geography,Candia,Candia,text_diplomatic,2227,2233,"di pani di seda di lana, delli savoni, et vini di Candia con tutto cio stimiamo molto difficile la introdu",NER_authority,pending_expert_validation,proposed,4bcd52f71a94ecb8e9451060685548b409b0e3daa06862441aa77ea979674bd1,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
321e4041458f030c16a125d75afdd51ce1b286d6295fb3ea78d4bed191af8308,R142_0005,PER,actors,Z. Batta Brisilelli,Z. Batta Brisilelli,marginal_note_raw,59,78,tia Gothia Vandalia negotio rapresentato p[er] D. Z. Batta Brisilelli (?),NER_person_context,pending_expert_validation,unresolved,ef3dcb6ab0ad87a244ee5c0cfaff6e847f4e95ee4f5ced2f4c735c3f79f3c90c,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
692afd46d5492e8a20560504dd96d93b2634fc0de9c8ff053671d2457fe572d2,R142_0005,PER,actors,Anzolo Basadonna,Anzolo Basadonna,signatories_raw,3,19,D. Anzolo Basadonna / D. D[ome]ngo Lion / D. Toma Moc[enig]o / D. Pie,NER_person_context,pending_expert_validation,unresolved,8cd589681470bb26709d6ab95217001b506fefd2c92ca5797c2916f4c2d9ce86,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
cbfc29d26b49b4566679b0c88dce19d41e78bc53428e3187ec5ec4dffc22fde4,R142_0005,PER,actors,D[ome]ngo Lion,D[ome]ngo Lion,signatories_raw,25,39,D. Anzolo Basadonna / D. D[ome]ngo Lion / D. Toma Moc[enig]o / D. Pietro Soranzo ] qui,NER_person_context,pending_expert_validation,unresolved,8cd589681470bb26709d6ab95217001b506fefd2c92ca5797c2916f4c2d9ce86,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
40457993bd9394e554575eb17cdfe3a69864762408d04a3905aeaeea5e929de7,R142_0005,PER,actors,Toma Moc[enig]o,Toma Moc[enig]o,signatories_raw,45,60,D. Anzolo Basadonna / D. D[ome]ngo Lion / D. Toma Moc[enig]o / D. Pietro Soranzo ] qui,NER_person_context,pending_expert_validation,unresolved,8cd589681470bb26709d6ab95217001b506fefd2c92ca5797c2916f4c2d9ce86,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
ce64a1dc6185f01adff1129b33f90a73db000e0bca5d363f555f51b8682a3f46,R142_0005,PER,actors,Piero Soranzo,Pietro Soranzo,signatories_raw,66,80,nna / D. D[ome]ngo Lion / D. Toma Moc[enig]o / D. Pietro Soranzo ] qui,NER_authority,pending_expert_validation,confirmed,8cd589681470bb26709d6ab95217001b506fefd2c92ca5797c2916f4c2d9ce86,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
0925bb2ffd9c36baa100c5e8fe3696289b0be836cd71aa1ab881a2661b520f7f,R142_0006,PER,actors,Z. Antonio Bozza,Z. Antonio Bozza,text_diplomatic,47,63,Habbiamo noi etc veduta la supplicatione de m. Z. Antonio Bozza da Bergamo per la quale ricerca dalla S.tà V. che,NER_person_context,pending_expert_validation,unresolved,28db3170922f7d869318e37549247a2879b02d3cc717c31aebf5bbea0715f9c3,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
209ff400ec8f5f6e9e9fa00cc49550aa442e8159e5b82db12c6069c170fd7cf5,R142_0006,LOC,geography,Bergamo,Bergamo,text_diplomatic,67,74,veduta la supplicatione de m. Z. Antonio Bozza da Bergamo per la quale ricerca dalla S.tà V. che si degni c,NER_authority,pending_expert_validation,proposed,28db3170922f7d869318e37549247a2879b02d3cc717c31aebf5bbea0715f9c3,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
00154b18195929e1ccbf6941fc13e6b32104dfc301eaaade413aa08f21f74b0c,R142_0006,ORG,institutional_terms,Proveditori di Commun,Prov.ri di Commun,text_diplomatic,564,581,to per le dispositioni tolte all’officio di ss.ri Prov.ri di Commun detto supplicante haver habitato questa città int,NER_authority,pending_expert_validation,proposed,28db3170922f7d869318e37549247a2879b02d3cc717c31aebf5bbea0715f9c3,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
49f895aef7f2f26fca268b73ea78e396cdb09a748c8ee54c32ba787b513bcc85,R142_0006,ORG,institutional_terms,Senato,Senato,text_diplomatic,1096,1102,"Città, et privilegiato dalla S.ta V. con l’Ecc.mo Senato a 20 Xmbre 1584 della cittadinanza de intus, et p",NER_authority,pending_expert_validation,proposed,28db3170922f7d869318e37549247a2879b02d3cc717c31aebf5bbea0715f9c3,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
dc2c5bcfa549d771c0cd5c27d3967018d4cdbaca6d23f93033c64a895c667956,R142_0006,PER,actors,Z. Antonio Bozza,Z. Antonio Bozza,marginal_note_raw,0,16,Z. Antonio Bozza civiltà,NER_person_name,pending_expert_validation,unresolved,32c92c9dbeaaa7e78180ca62f7480cbf1675d3bcf3ca59b3b753a5aa68e22b1f,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
ade02012c2333c369f3deb2447b44f3c25b2285514141b5359aaae127bce9213,R142_0006,PER,actors,Anzolo Basadonna,Anzolo Basadonna,signatories_raw,0,16,"Anzolo Basadonna, Fantin Diedo, Toma Mocenigo",NER_person_name,pending_expert_validation,unresolved,782f0bd3e791723a8a064003418284f22471b9503c8c1142ac008b671f2d94cd,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
1c54327cc6ca8eae9d7fa40fb6d371a5151657654a9814291a4aa6b53c75f686,R142_0006,PER,actors,Fantin Diedo,Fantin Diedo,signatories_raw,18,30,"Anzolo Basadonna, Fantin Diedo, Toma Mocenigo",NER_person_name,pending_expert_validation,unresolved,782f0bd3e791723a8a064003418284f22471b9503c8c1142ac008b671f2d94cd,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
4a1899853b8e63910798f90cc4f356acce989807df4cd0ceafc77ac622904e76,R142_0006,PER,actors,Toma Mocenigo,Toma Mocenigo,signatories_raw,32,45,"Anzolo Basadonna, Fantin Diedo, Toma Mocenigo",NER_person_name,pending_expert_validation,unresolved,782f0bd3e791723a8a064003418284f22471b9503c8c1142ac008b671f2d94cd,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
8e349121c7b60f33d638f89994d56832e1f99b62567c3c4dc6a2a69bc2464819,R142_0007,PER,actors,Iosua Ferro,Iosua Ferro,text_diplomatic,82,93, supplicatione presentata alla Serenita Vostra da Iosua Ferro hebreo nella quale propone di dover con un suo ri,NER_person_name,pending_expert_validation,unresolved,fed10666741dce03bc3700e238c4f341ff318519caf5ff3d17c535a48e42437c,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
94ea70b4e874666ca51113c7d7614c8dbca2bdf405744a43141b42765f229df7,R142_0007,ORG,institutional_terms,Senato,Senato,text_diplomatic,999,1005,"et approbato per buono, et riuscabile dall’Ecc.mo Senato con le prime informationi noi lo stimaremo degno ",NER_authority,pending_expert_validation,proposed,fed10666741dce03bc3700e238c4f341ff318519caf5ff3d17c535a48e42437c,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
09f329c4a9e42a79876ee954ccebc25782a61bafeb8afc60e895f81858994925,R142_0007,PER,actors,Daniel Rodriga,Daniel Rodriga,text_diplomatic,1818,1832,"er del privilegio, con che furono chiamati dal q. Daniel Rodriga, et come in esse scritture, alle quali dovendo an",NER_person_context,pending_expert_validation,unresolved,fed10666741dce03bc3700e238c4f341ff318519caf5ff3d17c535a48e42437c,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
d059ca0769df5008a0d7db539926568ebd2f890f24990dc804abddd8a9ef6f44,R142_0007,ORG,institutional_terms,Senato,Senato,text_diplomatic,2670,2676,"lle mano di essi hebrei, delibero la S.ta V. co’l Senato, che essi hebrei fossero accommodati di case nel ",NER_authority,pending_expert_validation,proposed,fed10666741dce03bc3700e238c4f341ff318519caf5ff3d17c535a48e42437c,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
141d812405851119beadb6afff1a7a25123f8089b4c1123320a4ddc2a4b03981,R142_0007,PER,actors,Daniel Rodriga,Daniel Rodriga,text_diplomatic,3061,3075,"gge, ma pero supplicata la Serenità vostra dal q. Daniel Rodriga fu concessa a questa natione, et alla Ponentina c",NER_person_context,pending_expert_validation,unresolved,fed10666741dce03bc3700e238c4f341ff318519caf5ff3d17c535a48e42437c,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
a9110067848cc619efde27f6f2da67670c75044925448f4937e14a6180fb42fa,R142_0007,ORG,institutional_terms,Senato,Senato,text_diplomatic,3129,3135,"concessa a questa natione, et alla Ponentina co’l Senato del 1590 a 20 Zugno privilegio et essentione per ",NER_authority,pending_expert_validation,proposed,fed10666741dce03bc3700e238c4f341ff318519caf5ff3d17c535a48e42437c,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
f0767035ea2dad113d10a2dc2539027fcb0d8bd4ad5351d100ff7472d0723015,R142_0007,ORG,institutional_terms,Senato,Senato,text_diplomatic,3727,3733,arito quelli che devono esser sottoposti preso in Senato a 27 luglio 1589. Onde per queste vie si sono agg,NER_authority,pending_expert_validation,proposed,fed10666741dce03bc3700e238c4f341ff318519caf5ff3d17c535a48e42437c,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
a094456618304bc6fd3230dc3ac1a98016df9b648565108c00942d85ffee907b,R142_0007,PER,actors,Iosua Ferro,Iosua Ferro,marginal_note_raw,0,11,Iosua Ferro per li hebrei levantini et ponentini circa la tan,NER_person_name,pending_expert_validation,unresolved,a6fbc514720785cb88c316d403b0199c2e07e9ee29d0c96484f8a0aa733926dc,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
a96d0ea2292cd7a6497e9ba8b8fe78d95d2a41e77b7199b427941edf93623b7a,R142_0007,PER,actors,Domenego Lion,Domenego Lion,signatories_raw,0,13,"Domenego Lion, Marco Bar°, Fantin Diedo, Piero Soranzo; ab. il ",NER_person_name,pending_expert_validation,unresolved,e6c862ca22ff1117ba1990b82612bbf0c64ee036fe6b3d726cc8b3e4923c1ad3,rules-ner-1,aab4bde042c44e48e5dd7eaaf862d97e6b82c4fbcf48b269781a4312bdbcda6c
